Player,#,Team,Pos,HT,WT,Age,Exp,College,Status
Kentavius Street,N/A,ATL,DL,6'2,315,29,7,N.C. State,ACT
A.J. Terrell Jr. ,N/A,ATL,CB,6'1,200,27,6,Clemson,ACT
Deven Thompkins,N/A,ATL,WR,5'8,155,26,4,Utah State,ACT
Jalon Walker,N/A,ATL,DE,6'2,245,21,R,Georgia,ACT
Casey Washington,N/A,ATL,WR,6'1,205,24,2,Illinois,ACT
Xavier Watts,N/A,ATL,S,6'1,203,24,R,Notre Dame,ACT
Elijah Wilkinson,71,ATL,RT,6'6,310,31,9,UMass Amherst,ACT
Charlie Woerner,N/A,ATL,TE,6'5,250,28,6,Georgia,ACT
Josh Woods,N/A,ATL,ILB,6'1,235,29,6,Maryland,ACT
Billy Bowman Jr.,N/A,ATL,DB,5'10,194,23,R,Oklahoma,IR
Zach Harrison,N/A,ATL,DL,6'5,270,24,3,Ohio State,IR
DeMarcco Hellams,N/A,ATL,S,6'1,203,25,3,Alabama,IR
KhaDarel Hodge,N/A,ATL,WR,6'2,210,32,8,Prairie View A&M,IR
Mike Hughes,N/A,ATL,CB,5'10,190,29,8,UCF,IR
Emory Jones,N/A,ATL,QB,6'2,211,25,1,Cincinnati,IR
DeAngelo Malone,N/A,ATL,DE,6'3,235,26,4,Western Kentucky,IR
Kaleb McGary,N/A,ATL,T,6'6,330,30,7,Washington,IR
Michael Penix Jr.,N/A,ATL,QB,6'3,220,25,2,Washington,IR
Clark Phillips III,N/A,ATL,CB,5'9,185,24,3,Utah,IR
Bralen Trice,N/A,ATL,DE,6'4,274,24,2,Washington,IR
Tyrone Wheatley Jr.,74,ATL,T,6'6,320,29,2,Stony Brook,IR
Storm Norton,77,ATL,T,6'7,310,31,6,Toledo,IR
Sam Roberts,N/A,ATL,DL,6'5,300,27,3,NW Missouri State University,IR
Malik Verdon,N/A,ATL,ILB,6'4,218,23,R,Iowa State,IR
Troy Andersen,N/A,ATL,ILB,6'4,245,26,4,Montana State,IR
Popo Aumavae,N/A,CAR,DT,6'3,315,27,2,Oregon,ACT
Krys Barnes,N/A,CAR,ILB,6'2,229,27,6,UCLA,ACT
Jared Bartlett,N/A,CAR,LB,6'2,237,24,R,Cincinnati,ACT
Jonathon Brooks,N/A,CAR,RB,6'1,207,22,2,Texas,ACT
Bobby Brown III,N/A,CAR,DT,6'4,332,25,5,Texas A&M,ACT
Derrick Brown,N/A,CAR,DT,6'5,320,27,6,Auburn,ACT
Ja'Tyre Carter,N/A,CAR,G,6'3,311,27,3,Southern,ACT
Saahdiq Charles,N/A,CAR,G,6'4,321,26,5,LSU,ACT
Claudin Cherelus,N/A,CAR,LB,6'2,230,27,3,Alcorn State,ACT
Dan Chisena,N/A,CAR,WR,6'3,202,28,5,Penn State,ACT
Brady Christensen,70,CAR,LT,6'6,300,29,5,BYU,ACT
Jalen Coker,N/A,CAR,WR,6'3,213,24,2,Holy Cross,ACT
Austin Corbett,N/A,CAR,G,6'4,305,30,8,Nevada,ACT
Jake Curhan,N/A,CAR,T,6'6,316,28,5,California,ACT
Andy Dalton,N/A,CAR,QB,6'2,220,38,15,TCU,ACT
Rico Dowdle,N/A,CAR,RB,5'11,215,27,6,South Carolina,ACT
Ikem Ekwonu,N/A,CAR,T,6'4,320,25,4,NC State,ACT
Trevor Etienne,N/A,CAR,RB,5'8,198,21,R,Georgia,ACT
Akayleb Evans,N/A,CAR,CB,6'2,198,26,4,Missouri,ACT
Mitchell Evans,N/A,CAR,TE,6'5,258,22,R,Notre Dame,ACT
Ryan Fitzgerald,N/A,CAR,K,5'11,193,25,R,Florida State,ACT
Tyrek Funderburk,N/A,CAR,CB,6'1,185,25,2,Appalachian State,ACT
Trevis Gipson,N/A,CAR,OLB,6'4,255,28,6,Tulsa,ACT
Joshua Gray,N/A,CAR,G,6'5,299,25,R,Oregon State,ACT
Jared Harrison-Hunte,75,CAR,DE,6'4,294,25,R,SMU,ACT
Jaycee Horn,8,CAR,CB,6'1,200,26,5,South Carolina,ACT
Jimmy Horn Jr.,15,CAR,WR,5'8,174,23,R,Colorado,ACT
Chuba Hubbard,30,CAR,RB,6'1,210,26,5,Oklahoma State,ACT
Robert Hunt,50,CAR,G,6'6,323,29,6,Louisiana-Lafayette,ACT
Thomas Incoom,48,CAR,ST,6'2,265,27,3,Central Michigan,ACT
Cam Jackson,92,CAR,DT,6'6,328,23,R,Florida,ACT
Mike Jackson,2,CAR,CB,6'1,210,29,5,Miami,ACT
JJ Jansen,44,CAR,LS,6'2,235,40,18,Notre Dame,ACT
Montrell Johnson Jr.,37,CAR,RB,5'11,217,23,R,Florida,ACT
Patrick Jones II,91,CAR,OLB,6'4,264,27,5,Pittsburgh,ACT
Xavier Legette,17,CAR,WR,6'3,227,25,2,South Carolina,ACT
Damien Lewis,68,CAR,G,6'2,327,28,6,LSU,ACT
Sam Martin,6,CAR,P,6'1,205,35,13,Appalachian State,ACT
Bam Martin-Scott,57,CAR,LB,6'2,231,25,R,South Carolina,ACT
Damarri Mathis,28,CAR,CB,5'11,195,26,4,Pittsburgh,ACT
Cade Mays,64,CAR,C,6'6,325,26,4,Tennessee,ACT
Tetairoa McMillan,4,CAR,WR,6'5,212,22,R,Arizona,ACT
James Mitchell,85,CAR,TE,6'4,249,26,3,Virginia Tech,ACT
Tre'von Moehrig,7,CAR,S,6'2,202,26,5,TCU,ACT
David Moore,83,CAR,WR,6'1,220,31,7,East Central,ACT
Taylor Moton,72,CAR,T,6'5,325,31,9,Western Michigan,ACT
Jamil Muhammad,49,CAR,LB,6'1,260,25,R,USC,ACT
Mapalo Mwansa,58,CAR,LB,6'2,230,21,R,,ACT
Yosh Nijman,77,CAR,T,6'7,314,30,6,Virginia Tech,ACT
Maema Njongmeta,55,CAR,LB,6'1,230,24,2,Wisconsin,ACT
Bryce Pierre,45,CAR,TE,6'5,255,25,R,UCLA,ACT
Lathan Ransom,22,CAR,S,6'1,206,23,R,Ohio State,ACT
LaBryan Ray,93,CAR,DE,6'4,290,28,3,Alabama,ACT
Ja'seem Reed,86,CAR,WR,6'2,195,22,R,San Diego,ACT
Michael Reid,25,CAR,CB,6'2,200,23,R,South Dakota,ACT
Demani Richardson,36,CAR,S,6'1,215,25,2,Texas A&M,ACT
A'Shawn Robinson,94,CAR,DT,6'3,320,30,10,Alabama,ACT
Robert Rochell,33,CAR,CB,6'2,195,27,5,Central Arkansas,ACT
Christian Rozeboom,56,CAR,ILB,6'2,230,29,5,South Dakota State,ACT
Nick Samac,60,CAR,C,6'4,314,24,2,Michigan State,ACT
Ja'Tavion Sanders,0,CAR,TE,6'4,252,22,2,Texas,ACT
Nick Scott,21,CAR,FS,5'11,200,30,7,Penn State,ACT
Nic Scourton,11,CAR,OLB,6'2,257,21,R,Texas A&M,ACT
Isaiah Simmons,27,CAR,S,6'4,238,27,6,Clemson,ACT
Ainias Smith,80,CAR,WR,5'9,176,24,2,Texas A&M,ACT
Chau Smith-Wade,26,CAR,CB,5'11,176,23,2,Washington State,ACT
Corey Thornton,31,CAR,CB,6'1,195,25,R,Louisville,ACT
Brycen Tremayne,87,CAR,WR,6'4,212,26,1,Stanford,ACT
Tommy Tremble,82,CAR,TE,6'4,250,25,5,Notre Dame,ACT
Anthony Tyus III,34,CAR,RB,6'1,226,22,R,Ohio,ACT
Princely Umanmielen,3,CAR,OLB,6'4,244,23,R,Mississippi,ACT
Trevin Wallace,32,CAR,ILB,6'1,244,22,2,Kentucky,ACT
Tershawn Wharton,99,CAR,DT,6'1,280,27,6,Missouri-Rolla,ACT
Jacoby Windmon,41,CAR,LB,6'2,250,24,2,Michigan State,ACT
D.J. Wonnum,98,CAR,OLB,6'5,258,28,6,South Carolina,ACT
Bryce Young,9,CAR,QB,5'10,204,24,3,Alabama,ACT
Chandler Zavala,62,CAR,G,6'3,322,26,3,NC State,ACT
Ugo Amadi,0,NO,DB,5'9,201,28,7,Oregon,ACT
Kevin Austin Jr.,81,NO,WR,6'2,200,25,2,Notre Dame,ACT
Kelvin Banks Jr.,71,NO,T,6'5,315,21,R,Texas,ACT
Ronnie Bell,85,NO,WR,6'1,192,26,3,Michigan,ACT
Khristian Boyd,97,NO,DT,6'2,320,25,2,Northern Iowa,ACT
Bryan Bresee,90,NO,DT,6'5,305,24,3,Clemson,ACT
Jonathan Bullard,98,NO,DE,6'3,290,32,10,Florida,ACT
Terrell Burgess,26,NO,S,5'11,202,28,5,Utah,ACT
Demario Davis,56,NO,LB,6'2,248,37,14,Arkansas State,ACT
Fadil Diggs,40,NO,DE,6'4,257,24,R,Syracuse,ACT
Audric Estimé,30,NO,RB,5'11,227,22,2,Notre Dame,ACT
Jaylan Ford,53,NO,LB,6'2,240,24,2,Texas,ACT
Luke Fortner,79,NO,C,6'4,307,27,4,Kentucky,ACT
Taliese Fuaga,75,NO,T,6'6,324,23,2,Oregon State,ACT
Davon Godchaux,92,NO,DT,6'3,330,31,9,LSU,ACT
Carl Granderson,96,NO,DE,6'5,261,29,7,Wyoming,ACT
Taysom Hill,7,NO,QB,6'2,221,35,9,BYU,ACT
Jordan Howden,31,NO,DB,6'1,209,25,3,Minnesota,ACT
Evan Hull,34,NO,RB,5'10,209,25,2,Northwestern,ACT
Juwan Johnson,83,NO,TE,6'4,231,29,6,Oregon,ACT
Cameron Jordan,94,NO,DE,6'4,287,36,15,California,ACT
Alvin Kamara,41,NO,RB,5'10,215,30,9,Tennessee,ACT
Kai Kroeger,32,NO,P,6'3,213,23,R,South Carolina,ACT
Moliki Matavao,80,NO,TE,6'6,263,22,R,UCLA,ACT
Kool-Aid McKinstry,4,NO,CB,5'11,199,23,2,Alabama,ACT
Chris Olave,12,NO,WR,6'1,187,25,4,Ohio State,ACT
Dante Pettis,11,NO,WR,6'1,195,30,7,Washington,ACT
Dillon Radunz,77,NO,RG,6'6,301,27,5,North Dakota State,ACT
Spencer Rattler,2,NO,QB,6'1,211,25,2,South Carolina,ACT
Justin Reid,21,NO,S,6'1,207,29,8,Stanford,ACT
Asim Richards,72,NO,LT,6'4,307,25,3,North Carolina,ACT
John Ridgeway III,95,NO,DT,6'5,321,26,4,Arkansas,ACT
Quincy Riley,29,NO,CB,5'11,195,24,R,Louisville,ACT
Cesar Ruiz,51,NO,C,6'4,316,26,6,Michigan,ACT
Chris Rumph II,58,NO,DE,6'2,244,27,5,Duke,ACT
Jonas Sanker,33,NO,S,6'1,211,24,R,Virginia,ACT
Nathan Shepherd,93,NO,DT,6'4,315,32,8,Fort Hays State,ACT
William Sherman,66,NO,G,6'4,300,26,1,Colorado,ACT
Tyler Shough,6,NO,QB,6'5,219,26,R,Louisville,ACT
Torricelli Simpkins III,68,NO,G,6'5,312,23,R,South Carolina,ACT
Charlie Smyth,39,NO,K,6'4,210,24,1,International Pathway Program,ACT
Isaiah Stalbird,44,NO,LB,6'1,215,25,1,South Dakota State,ACT
Danny Stutsman,28,NO,LB,6'3,233,22,R,Oklahoma,ACT
Alontae Taylor,1,NO,CB,6'1,199,27,4,Tennessee,ACT
Samori Toure,89,NO,WR,6'1,196,27,3,Nebraska,ACT
Xavier Truss,74,NO,T,6'7,320,24,R,Georgia,ACT
Treyton Welch,82,NO,TE,6'4,240,25,1,Wyoming,ACT
Pete Werner,20,NO,LB,6'3,242,26,5,Ohio State,ACT
Jonah Williams,54,NO,DE,6'5,275,30,5,Weber State,ACT
Zach Wood,49,NO,LS,6'3,255,33,9,Southern Methodist,ACT
Rejzohn Wright,25,NO,CB,6'2,193,25,2,Oregon State,ACT
Isaac Yiadom,27,NO,CB,6'1,188,29,8,Boston College,ACT
Chase Young,99,NO,DE,6'5,265,26,6,Ohio State,ACT
Julian Blackmon,23,NO,S,6'1,202,27,6,Utah,IR
Vernon Broughton,91,NO,DT,6'5,311,24,R,Texas,IR
Will Clapp,76,NO,C,6'5,314,30,8,LSU,IR
Michael Davis,43,NO,CB,6'2,196,30,9,BYU,IR
Erik McCoy,78,NO,C,6'4,303,28,7,Texas A&M,IR
Bub Means,16,NO,WR,6'2,215,25,2,Pittsburgh,IR
Kendre Miller,5,NO,RB,6'1,220,23,3,TCU,IR
Zaire Mitchell-Paden,84,NO,TE,6'5,257,26,1,Florida Atlantic,IR
Foster Moreau,87,NO,TE,6'4,250,28,7,LSU,IR
Devin Neal,24,NO,RB,5'11,213,22,R,Kansas,IR
Trey Palmer,17,NO,WR,6'1,190,24,3,Nebraska,IR
Mason Pline,85,NO,TE,6'7,260,26,1,Furman,IR
Ja'Lynn Polk,13,NO,WR,6'1,203,23,2,Washington,IR
Nick Saldiveri,64,NO,RT,6'6,316,25,3,Old Dominion,IR
Jack Stoll,88,NO,TE,6'4,247,28,5,Nebraska,IR
Mason Tipton,15,NO,WR,5'11,187,25,2,Yale,IR
Devaughn Vele,14,NO,WR,6'5,210,28,2,Utah,IR
Landon Young,67,NO,T,6'7,321,28,5,Kentucky,IR
Robert Beal Jr.,51,SF,DL,6'4,250,26,3,Georgia,ACT
Kendrick Bourne,84,SF,WR,6'1,205,30,9,Eastern Washington,ACT
Jake Brendel,64,SF,C,6'4,299,33,8,UCLA,ACT
Ji'Ayir Brown,27,SF,S,5'11,202,26,3,Penn State,ACT
Spencer Burford,74,SF,G,6'4,300,25,4,Texas-San Antonio,ACT
Connor Colby,75,SF,RG,6'5,309,23,R,Iowa,ACT
Alfred Collins,95,SF,DL,6'5,332,24,R,Texas,ACT
Kalia Davis,93,SF,DL,6'2,310,27,4,Central Florida,ACT
Jordan Elliott,92,SF,DL,6'4,303,28,6,Missouri,ACT
Luke Farrell,89,SF,TE,6'5,250,28,5,Ohio State,ACT
Clelin Ferrell,96,SF,DL,6'4,265,28,7,Clemson,ACT
Luke Gifford,57,SF,LB,6'3,243,30,7,Nebraska,ACT
Kevin Givens,90,SF,DL,6'1,285,28,6,Penn State,ACT
Jalen Graham,41,SF,LB,6'3,220,25,3,Purdue,ACT
Renardo Green,0,SF,CB,6'1,186,25,2,Florida State,ACT
Yetur Gross-Matos,94,SF,DL,6'5,265,27,6,Penn State,ACT
Isaac Guerendo,31,SF,RB,6'1,221,25,2,Louisville,ACT
Matt Hennessy,61,SF,C,6'3,315,28,6,Temple,ACT
Bryce Huff,47,SF,DL,6'3,255,27,6,Memphis,ACT
Jordan James,29,SF,RB,5'9,208,21,R,Oregon,ACT
Jauan Jennings,15,SF,WR,6'3,212,28,5,Tennessee,ACT
Mac Jones,10,SF,QB,6'3,220,27,5,Alabama,ACT
Kyle Juszczyk,44,SF,FB,6'2,235,34,13,Harvard,ACT
Eric Kendricks,43,SF,LB,6'1,232,33,11,UCLA,ACT
Deommodore Lenoir,2,SF,DB,5'10,200,26,5,Oregon,ACT
Chase Lucas,26,SF,CB,5'11,184,28,3,Arizona State,ACT
Darrell Luter Jr.,28,SF,CB,6'1,190,25,3,South Alabama,ACT
Christian McCaffrey,23,SF,RB,5'11,210,29,9,Stanford,ACT
Colton McKivitz,68,SF,RT,6'6,301,29,6,West Virginia,ACT
Skyy Moore,9,SF,WR,5'10,195,25,4,Western Michigan,ACT
Thomas Morstead,7,SF,P,6'4,225,39,17,SMU,ACT
Malik Mustapha,6,SF,S,5'10,206,23,2,Wake Forest,ACT
Siran Neal,33,SF,DB,6'1,206,31,8,Jacksonville State,ACT
Sam Okuayinonu,91,SF,DL,6'1,269,27,3,Maryland,ACT
Ricky Pearsall,1,SF,WR,6'1,189,25,2,Florida,ACT
Eddy Piñeiro,18,SF,K,5'11,190,30,8,Florida,ACT
Jason Pinnock,25,SF,S,6'1,200,26,5,Pittsburgh,ACT
Austen Pleasants,62,SF,T,6'7,330,28,1,Ohio,ACT
Dominick Puni,77,SF,RG,6'5,313,25,2,Kansas,ACT
Brock Purdy,13,SF,QB,6'1,220,26,4,Iowa State,ACT
Brian Robinson Jr.,3,SF,RB,6'1,225,26,2,Alabama,ACT
Curtis Robinson,59,SF,LB,6'3,235,27,4,Stanford,ACT
Demarcus Robinson,5,SF,WR,6'1,202,31,10,Florida,ACT
Marques Sigle,36,SF,S,5'11,199,23,R,Kansas State,ACT
Upton Stout,20,SF,CB,5'9,181,24,R,Western Kentucky,ACT
Jake Tonges,88,SF,TE,6'4,240,26,3,California,ACT
Malik Turner,81,SF,WR,6'2,202,30,5,Illinois,ACT
Garret Wallow,49,SF,LB,6'2,230,27,5,TCU,ACT
Jordan Watkins,17,SF,WR,5'11,196,24,R,Mississippi,ACT
Jon Weeks,46,SF,LS,5'10,242,40,16,Baylor,ACT
C.J. West,99,SF,DL,6'1,316,23,R,Indiana,ACT
Keion White,56,SF,DL,6'5,290,27,3,Georgia Tech,ACT
Trent Williams,71,SF,T,6'5,320,37,16,Oklahoma,ACT
Brayden Willis,82,SF,TE,6'4,240,26,3,Oklahoma,ACT
Dee Winters,53,SF,LB,5'11,227,25,3,TCU,ACT
Ben Bartch,78,SF,LG,6'6,315,27,6,St. John's (MN),IR
Tatum Bethune,48,SF,LB,6'1,230,24,2,Florida State,IR
Nick Bosa,97,SF,DL,6'4,266,28,7,Ohio State,IR
Jacob Cowing,19,SF,WR,5'9,171,25,2,Arizona,IR
Tarron Jackson,56,SF,DL,6'2,254,27,3,Coastal Carolina,IR
George Kittle,85,SF,TE,6'4,250,32,9,Iowa,IR
Nick Martin,45,SF,LB,5'11,221,23,R,Oklahoma State,IR
Jakob Robinson,49,SF,CB,5'10,181,25,R,BYU,IR
Patrick Taylor Jr.,32,SF,RB,6'2,217,27,5,Memphis,IR
Trent Taylor,81,SF,WR,5'8,180,31,7,Louisiana Tech,IR
Tre Tomlinson,35,SF,CB,5'9,177,25,3,TCU,IR
Fred Warner,54,SF,LB,6'3,230,29,8,Brigham Young,IR
Mykel Williams,98,SF,DL,6'5,267,21,R,Georgia,IR
Kurtis Rourke,4,SF,QB,6'4,220,25,R,Indiana,IR
Isaiah Adams,74,ARI,LG,6'4,315,25,2,Illinois,ACT
Budda Baker,3,ARI,S,5'10,195,30,9,Washington,ACT
Kelvin Beachum,68,ARI,RT,6'3,308,36,14,Southern Methodist,ACT
Aaron Brewer,46,ARI,LS,6'5,232,35,14,San Diego State,ACT
Jacoby Brissett,7,ARI,QB,6'4,235,33,10,N.C. State,ACT
Jalen Brooks,86,ARI,WR,6'2,205,25,3,South Carolina,ACT
Evan Brown,63,ARI,RG,6'3,320,29,7,SMU,ACT
Pharaoh Brown,49,ARI,TE,6'5,246,31,8,Oregon,ACT
Baron Browning,5,ARI,OLB,6'3,255,26,5,Ohio State,ACT
Jordan Burch,52,ARI,OLB,6'4,280,24,R,Oregon,ACT
Denzel Burke,29,ARI,CB,5'11,190,23,R,Ohio State,ACT
Calais Campbell,93,ARI,DL,6'8,315,39,18,Miami,ACT
Michael Carter,22,ARI,RB,5'8,201,26,4,North Carolina,ACT
Zachary Carter,90,ARI,DL,6'4,290,26,4,Florida,ACT
L.J. Collier,91,ARI,DL,6'2,300,30,7,TCU,ACT
Zaven Collins,25,ARI,OLB,6'4,270,26,5,Tulsa,ACT
Hayden Conner,58,ARI,G,6'6,315,23,R,Texas,ACT
Akeem Davis-Gaither,27,ARI,ILB,6'2,238,28,6,Appalachian State,ACT
Josiah Deguara,45,ARI,TE,6'2,240,29,5,Cincinnati,ACT
Emari Demercado,31,ARI,RB,5'9,215,27,3,TCU,ACT
Rivaldo Fairweather,41,ARI,TE,6'3,249,23,R,Auburn,ACT
Hjalte Froholdt,72,ARI,CB,6'5,310,29,7,Arkansas,ACT
Josh Fryar,78,ARI,LT,6'5,320,24,R,Ohio State,ACT
Jon Gaines II,71,ARI,C,6'4,315,26,3,UCLA,ACT
Matt Haack,39,ARI,P,6'1,205,31,7,Arizona State,ACT
Darren Hall,30,ARI,CB,6'1,195,25,4,San Diego State,ACT
Elijah Higgins,84,ARI,TE,6'3,245,25,3,Stanford,ACT
Demontrey Jacobs,66,ARI,LT,6'6,315,27,2,South Florida,ACT
Will Johnson,0,ARI,CB,6'2,200,22,R,Michigan,ACT
Christian Jones,75,ARI,RT,6'5,320,25,2,Texas,ACT
Elijah Jones,28,ARI,CB,6'1,185,26,2,Boston College,ACT
Joshua Karty,98,ARI,K,6'2,208,23,2,Stanford,ACT
Austin Keys,53,ARI,ILB,6'2,244,23,R,Auburn,ACT
Corey Kiner,37,ARI,RB,5'9,210,24,R,Cincinnati,ACT
Kalen King,35,ARI,CB,5'11,190,23,1,Penn State,ACT
Trey McBride,85,ARI,TE,6'4,246,26,4,Colorado State,ACT
Max Melton,16,ARI,CB,5'11,187,23,2,Rutgers,ACT
PJ Mustipher,79,ARI,DL,6'4,320,27,1,Penn State,ACT
BJ Ojulari,9,ARI,OLB,6'2,248,23,3,LSU,ACT
Tejhaun Palmer,83,ARI,WR,6'1,210,25,1,UAB,ACT
Owen Pappoe,44,ARI,ILB,6'1,230,25,3,Auburn,ACT
Darius Robinson,56,ARI,DL,6'5,285,24,2,Missouri,ACT
Chad Ryland,38,ARI,K,6'1,195,26,3,Maryland,ACT
Cody Simon,50,ARI,ILB,6'2,230,23,R,Ohio State,ACT
Kedon Slovis,19,ARI,QB,6'2,223,24,1,BYU,ACT
Dante Stills,55,ARI,DL,6'4,300,26,3,West Virginia,ACT
Josh Sweat,10,ARI,OLB,6'5,265,28,8,Florida State,ACT
Dadrion Taylor-Demerson,42,ARI,S,5'10,197,25,2,Texas Tech,ACT
Jalen Thompson,34,ARI,S,5'11,190,27,7,Washington State,ACT
Channing Tindall,47,ARI,ILB,6'2,232,25,4,Georgia,ACT
Dalvin Tomlinson,94,ARI,DL,6'3,335,32,9,Alabama,ACT
Xavier Weaver,89,ARI,WR,6'1,185,25,2,Colorado,ACT
Michael Wilson,14,ARI,WR,6'2,213,25,3,Stanford,ACT
Andre Baccellia,82,ARI,WR,5'10,180,29,2,Washington,IR
Trey Benson,33,ARI,RB,6'1,220,23,2,Florida State,IR
Joey Blount,32,ARI,S,6'1,195,27,4,Virginia,IR
Kei'Trel Clark,13,ARI,CB,5'10,181,24,3,Louisville,IR
James Conner,6,ARI,RB,6'1,233,30,9,Pittsburgh,IR
Kitan Crawford,36,ARI,S,5'11,202,24,R,Nevada,IR
Greg Dortch,4,ARI,WR,5'7,180,27,5,Wake Forest,IR
Simi Fehoko,80,ARI,WR,6'4,225,28,5,Stanford,IR
Blake Gillikin,12,ARI,P,6'2,196,28,6,Penn State,IR
Marvin Harrison Jr.,18,ARI,WR,6'3,220,23,2,Ohio State,IR
Will Hernandez,76,ARI,RG,6'2,332,30,8,Texas-El Paso,IR
Paris Johnson Jr.,70,ARI,RT,6'6,325,24,3,Ohio State,IR
Zay Jones,17,ARI,WR,6'2,200,30,9,East Carolina,IR
Bam Knight,20,ARI,RB,5'11,210,24,3,N.C. State,IR
Kyler Murray,1,ARI,QB,5'10,207,28,7,Oklahoma,IR
Bilal Nichols,92,ARI,DL,6'3,300,29,8,Delaware,IR
Walter Nolen III,97,ARI,DL,6'4,300,22,R,Mississippi,IR
Tip Reiman,87,ARI,TE,6'5,271,24,2,Illinois,IR
J.J. Russell,51,ARI,ILB,6'1,225,27,4,Memphis,IR
Valentin Senn,69,ARI,T,6'7,310,25,R,Connecticut,IR
Starling Thomas V,24,ARI,CB,5'10,194,26,3,UAB,IR
Travis Vokolek,81,ARI,TE,6'6,260,27,2,Nebraska,IR
Garrett Williams,21,ARI,CB,5'10,192,24,3,Syracuse,IR
Jonah Williams,73,ARI,RT,6'5,312,28,7,Alabama,IR
Mack Wilson Sr.,2,ARI,ILB,6'1,240,28,7,Alabama,IR
Sean Murphy-Bunting,23,ARI,CB,6'1,195,28,7,Central Michigan,IR
Davante Adams,17,LAR,WR,6'1,204,33,12,Fresno State,ACT
Davis Allen,87,LAR,TE,6'6,253,25,3,Clemson,ACT
Tutu Atwell,5,LAR,WR,5'9,165,26,5,Louisville,ACT
Steve Avila,73,LAR,LG,6'3,332,26,3,TCU,ACT
Stetson Bennett IV,13,LAR,QB,5'11,192,28,2,Georgia,ACT
Blake Corum,22,LAR,RB,5'8,202,25,2,Michigan,ACT
Kam Curl,3,LAR,S,6'2,207,26,6,Arkansas,ACT
Tyler Davis,90,LAR,DE,6'2,306,25,2,Clemson,ACT
Justin Dedich,67,LAR,G,6'2,296,25,2,USC,ACT
Kevin Dotson,69,LAR,RG,6'4,328,29,6,Louisiana-Lafayette,ACT
Cobie Durant,14,LAR,CB,5'11,181,28,4,South Carolina State,ACT
Ethan Evans,42,LAR,P,6'3,253,24,3,Wingate,ACT
Terrance Ferguson,18,LAR,TE,6'5,252,22,R,Oregon,ACT
Braden Fiske,55,LAR,DE,6'5,294,26,2,Florida State,ACT
Emmanuel Forbes Jr.,1,LAR,CB,6'1,173,25,3,Mississippi State,ACT
Poona Ford,95,LAR,NT,5'11,314,30,8,Texas,ACT
Jimmy Garoppolo,11,LAR,QB,6'2,226,34,12,Eastern Illinois,ACT
Ty Hamilton,57,LAR,DL,6'3,301,23,R,Ohio State,ACT
Nick Hampton,6,LAR,OLB,6'3,251,25,3,Appalachian State,ACT
Tyler Higbee,89,LAR,TE,6'6,253,33,10,Western Kentucky,ACT
D.J. Humphries,72,LAR,LT,6'5,302,32,11,Florida,ACT
Jarquez Hunter,27,LAR,RB,5'10,211,23,R,Auburn,ACT
Alaric Jackson,77,LAR,RG,6'7,338,27,5,Iowa,ACT
Desjuan Johnson,94,LAR,DE,6'3,278,26,3,Toledo,ACT
Derion Kendrick,21,LAR,CB,6'1,190,25,4,Georgia,ACT
Kamren Kinchens,26,LAR,S,6'1,201,23,2,Miami,ACT
Quentin Lake,37,LAR,S,6'1,204,27,4,UCLA,ACT
Nate Landman,53,LAR,ILB,6'3,234,27,4,Colorado,ACT
Beaux Limmer,50,LAR,C,6'5,318,24,2,Arkansas,ACT
Warren McClendon Jr.,71,LAR,RT,6'4,315,24,3,Georgia,ACT
Jaylen McCollough,2,LAR,S,6'1,211,25,2,Tennessee,ACT
Roger McCreary,25,LAR,CB,5'11,190,26,4,Auburn,ACT
Jake McQuaide,44,LAR,LS,6'2,235,38,15,Ohio State,ACT
Harrison Mevis,92,LAR,K,6'1,245,23,1,Missouri,ACT
Konata Mumpfield,15,LAR,WR,6'1,188,23,R,Pittsburgh,ACT
Larrell Murchison,52,LAR,DE,6'2,295,28,6,N.C. State,ACT
Puka Nacua,12,LAR,WR,6'2,216,24,3,BYU,ACT
Elias Neal,24,LAR,ILB,6'1,221,24,2,Marshall,ACT
Colby Parkinson,84,LAR,TE,6'7,266,27,6,Stanford,ACT
David Quessenberry,68,LAR,RT,6'5,310,35,8,San Jose State,ACT
Troy Reeder,51,LAR,ILB,6'3,234,31,7,Delaware,ACT
Ronnie Rivers,20,LAR,RB,5'9,198,27,4,Fresno State,ACT
Coleman Shelton,65,LAR,C,6'5,292,30,7,Washington,ACT
Xavier Smith,19,LAR,WR,5'9,180,28,2,Florida A&M,ACT
Omar Speights,48,LAR,ILB,6'1,234,24,2,LSU,ACT
Matthew Stafford,9,LAR,QB,6'3,214,38,17,Georgia,ACT
Josaiah Stewart,10,LAR,OLB,6'1,251,22,R,Michigan,ACT
Kobie Turner,91,LAR,DE,6'2,294,26,3,Wake Forest,ACT
Nick Vannett,38,LAR,TE,6'5,257,32,10,Ohio State,ACT
Jared Verse,8,LAR,OLB,6'4,265,25,2,Florida State,ACT
Josh Wallace,30,LAR,CB,6'1,190,25,2,Michigan,ACT
Jordan Whittington,88,LAR,WR,6'1,202,25,2,Texas,ACT
Darious Williams,31,LAR,CB,5'9,191,32,8,Alabama-Birmingham,ACT
Kyren Williams,23,LAR,RB,5'9,207,25,4,Notre Dame,ACT
Byron Young,0,LAR,OLB,6'2,260,27,3,Tennessee,ACT
Shaun Dolac,56,LAR,ILB,6'1,222,24,R,Buffalo,IR
